Account,Acc Name,Del Name,Delivery Add1,Delivery Add2,Delivery Add3,Postal Code
TA10036399,MARKHAM BLOED STREET - 20366,MARKHAM BLOED STREET - 20366,CNR BLOED AND ANDRIES STREET,BLOED STREET MALL,PRETORIA,'7500
TA10036401,MARKHAM THE GROVE MALL - 20368,MARKHAM THE GROVE MALL - 20368,CNR SIMON VERMOOTEN AND LYNWOOD RDS,THE GROVE,PRETORIA,'7500
TA10036402,MARKHAM LEPHALALE CBD - 20370,MARKHAM LEPHALALE CBD - 20370,CNR ALBERT AND FOX ODENDAAL STREET,SHOP 3 LEPHALALE,LEPHALALE,'7500
TA10036404,MARKHAM GUGULETHU SQUARE - 20373,MARKHAM GUGULETHU SQUARE - 20373,CNR NY1 AND NY3 ROADS,SHOP 64 GUGULETHU SQUARE,GUGULETHU,'7500
TA10036407,MARKHAM MAFIKENG MALL - 20376,MARKHAM MAFIKENG MALL - 20376,NELSON MANDELA DRIVE,MAFIKENG MALL,MAFIKENG,'7500
TA10036408,MARKHAM THOHOYANDOU MALL - 20377,MARKHAM THOHOYANDOU MALL - 20377,CNR POST OFFICE AND TSHANDUKU STREETS,SHOP 5C MVUSULUDZO CENTRE,THOHOYANDOU,'7500
TA10036410,MARKHAM HIGHVELD MALL - 20379,MARKHAM HIGHVELD MALL - 20379,N4 AND MANDELA DRIVE,HIGHVELD MALL,EMALAHLENI,'7500
TA10036414,MARKHAM MAMELODI CROSSING - 20386,MARKHAM MAMELODI CROSSING - 20386,128 LEFWABA STREET,MAMELODI CROSSING,PRETORIA,'7500
TA10036415,MARKHAM CHRIS HANI CROSSING - 20388,MARKHAM CHRIS HANI CROSSING - 20388,CNR BIERMAN AND BRICKFIELD RD,CHRIS HANI CENTRE,VOSLOORUS,'7500
TA10036416,MARKHAM BRIDGE CITY - 20389,MARKHAM BRIDGE CITY - 20389,NOGWAJA ROAD AND BRIDGE CITY BOULEVARD,BRIDGE CITY MALL,DURBAN,'7500
TA10036417,MARKHAM ATTRIDGEVILLE - 20390,MARKHAM ATTRIDGEVILLE - 20390,KHOZA STREET,ATLYN SHOPPING CENTRE,PRETORIA,'7500
TA10036419,MARKHAM CARNIVAL CITY - 20392,MARKHAM CARNIVAL CITY - 20392,CNR AIRPORT AND HEIDELBERG RD,MALL @ CARNIVAL,BRAKPAN,'7500
TA10036420,MARKHAM PAN AFRICA JUNCTION - 20393,MARKHAM PAN AFRICA JUNCTION - 20393,CNR 3RD STREET AND WATT AVENUE,PAN AFRICA JUNCTION,JOHANNESBURG,'7500
TA10036421,MARKHAM MORONE MALL - 20394,MARKHAM MORONE MALL - 20394,KASTANIA STREET,MORONE MALL,BURGERSFORT,'7500
TA10036422,MARKHAM O R TAMBO - 20395,MARKHAM O R TAMBO - 20395,RETAIL LEVEL,OR TAMBO INTERN AIRPORT CENTRAL TERMINAL BUILDING,KEMPTON PARK,'7500
TA10036424,MARKHAM HARTEBEESPOORT - 20397,MARKHAM HARTEBEESPOORT - 20397,PORTION 2 AND 3 SCHOEMANSVILLE EXT 2,HARTEBEESPOORT SHOPPING CENTRE,HARTEBEESPOORT,'7500
TA10036425,MARKHAM ELIM MALL - 20399,MARKHAM ELIM MALL - 20399,CNR GIYANI AND LEVUBU RD,ELIM MALL,ELIM,'7500
TA10036426,MARKHAM ELOFF STREET - 20400,MARKHAM ELOFF STREET - 20400,CNR PRITCHARD AND ELOFF STREETS,JOHANNESBURG,,'7500
TA10036427,MARKHAM ALBERTON - 20402,MARKHAM ALBERTON - 20402,CNR VOORTREKKER AND DU PLESSIS RDS,ALBERTON CITY CENTRE,ALBERTON,'7500
TA10036428,MARKHAM FOURWAYS - 20403,MARKHAM FOURWAYS - 20403,CNR WILLIAM NICOL AND WITKOPPEN ROAD,FOURWAYS MALL,JOHANNESBURG,'7500
TA10036429,MARKHAM CARLETONVILLE - 20404,MARKHAM CARLETONVILLE - 20404,CORNER HALITE AND FLINT STREETS,CARLETONVILLE SHOP 1,CARLETONVILE,'7500
TA10036430,MARKHAM FESTIVAL MALL - 20407,MARKHAM FESTIVAL MALL - 20407,CNR CR SWART DRIVE AND KELVIN STREET,FESTIVAL MALL,JOHANNESBURG,'7500
TA10036431,MARKHAM THE AVENUES - 20409,MARKHAM THE AVENUES - 20409,CNR 5TH AVENUE AND 6TH STREET,THE AVENUES SHOPPING CENTRE,SPRINGS,'7500
TA10036432,MARKHAM RANDBURG - 20410,MARKHAM RANDBURG - 20410,HILL STREET,RANDBURG SQUARE,RANDBURG,'7500
TA10036433,MARKHAM BENONI LAKESIDE - 20411,MARKHAM BENONI LAKESIDE - 20411,TOM JONES STREET,LAKESIDE MALL,BENONI,'7500
TA10036434,MARKHAM GIYANI - 20413,MARKHAM GIYANI - 20413,FNB ROAD,SHOP 4 BOMBANI PLAZA,GIYANI,'7500
TA10036435,MARKHAM JABULANI MALL - 20414,MARKHAM JABULANI MALL - 20414,CNR KOMA AND KWA XUMA,JABULANI MALL,JOHANNESBURG,'7500
TA10036436,MARKHAM MAPONYA MALL - 20415,MARKHAM MAPONYA MALL - 20415,POTCHEFSTROOM ROAD,MAPONYA MALL,JOHANNESBURG,'7500
TA10036437,MARKHAM TWIN CITY - 20416,MARKHAM TWIN CITY - 20416,CNR MAIN AND GRASKOP RD,TWIN CITY SHOPPING CENTRE,BUSHBUCKRIDGE,'7500
TA10036438,MARKHAM ERMELO CENTRE - 20417,MARKHAM ERMELO CENTRE - 20417,40 KERK STREET,CHECKERS CENTRE,ERMELO,'7500
TA10036439,MARKHAM MALELANE - 20418,MARKHAM MALELANE - 20418,IMPALA STREET,INGWE SHOPPING CENTRE,MALELANE,'7500
TA10036441,MARKHAM NORTHAM - 20420,MARKHAM NORTHAM - 20420,SWARTKLIP BRITS AND THABAZIMBI RDS,NORTHAM SHOPPING CENTRE,NORTHAM,'7500
TA10036443,MARKHAM FICKSBURG - 20422,MARKHAM FICKSBURG - 20422,CNR PIET RETIEF AND FONTEIN STREETS,FICKSBURG,,'7500
TA10036445,MARKHAM HARTSWATER - 20424,MARKHAM HARTSWATER - 20424,CNR SWART AND JAN SMUTS STREET,BRINK CENTRE,HARTSWATER,'7500
TA10036447,MARKHAM KURUMAN - 20426,MARKHAM KURUMAN - 20426,38 BEARE STREET,KURUMAN,,'7500
TA10036448,MARKHAM MIDDESTAD MALL -20427,MARKHAM MIDDESTAD MALL -20427,CNR CHARLES AND WESBURGER,MIDDESTAD CENTRE,BLOEMFONTEIN,'7500
TA10036450,MARKHAM FLEURDAL - 20429,MARKHAM FLEURDAL - 20429,VEREENIGING DRIVE,HYPERAMA CENTRE,BLOEMFONTEIN,'7500
TA10036452,MARKHAM BLOEMFONTEIN - 20431,MARKHAM BLOEMFONTEIN - 20431,CNR MAITLAND AND EAST BURGER STREET UPPER GROUND LEVEL,SANLAM PLAZA,BLOEMFONTEIN,'7500
TA10036453,MARKHAM KIMBERLEY - 20432,MARKHAM KIMBERLEY - 20432,JONES STREET,SHOP NO 3 OK CENTRE,KIMBERLEY,'7500
TA10036454,MARKHAM BETHLEHEM - 20433,MARKHAM BETHLEHEM - 20433,MULLER STREET,BETHLEHEM,,'7500
TA10036455,MARKHAM SASOLBURG JUNXION - 20434,MARKHAM SASOLBURG JUNXION - 20434,FICHARDT STREET,SASOLBURG JUNXION,SASOLBURG,'7500
TA10036457,MARKHAM UPINGTON - 20438,MARKHAM UPINGTON - 20438,36 SCOTT STREET,UPINGTON,,'7500
TA10036458,MARKHAM MEGACITY - 20439,MARKHAM MEGACITY - 20439,SEKEMA ROAD,MMABATHO MEGACITY SHOPPING CENTRE,MMABATHO,'7500
TA10036460,MARKHAM LICHTENBURG - 20443,MARKHAM LICHTENBURG - 20443,DR NELSON MANDELA DRIVE AND TRANSVAAL STR SHOP 2A,LICHTENBURG,,'7500
TA10036461,MARKHAM MIDDELBURG - 20444,MARKHAM MIDDELBURG - 20444,CNR MARKET AND LONG STREETS,MIDDELBURG,,'7500
TA10036462,MARKHAM EVANDER - 20446,MARKHAM EVANDER - 20446,MCGILL DRIVE,IPPAS SHOPPING CENTRE,EVANDER,'7500
TA10036463,MARKHAM SANLAM CENTRE ERMELO - 20447,MARKHAM SANLAM CENTRE ERMELO - 20447,50 DE JAGER STREET,SANLAM CENTRE,BARBERTON,'7500
TA10036466,MARKHAM SAMMY MARKS - 20450,MARKHAM SAMMY MARKS - 20450,CNR CHURCH AND VAN DER WALT STREETS,SAMMY MARKS SQUARE,PRETORIA,'7500
TA10036468,MARKHAM CENTURION PARK - 20456,MARKHAM CENTURION PARK - 20456,HEUWEL AVENUE,CENTURION MALL,CENTURION,'7500
TA10036470,MARKHAM MABOPANE - 20458,MARKHAM MABOPANE - 20458,MABOPANE CENTRAL CITY SHOPPING CENTRE,MABOPANE,,'7500
TA10036471,MARKHAM MIDRAND - 20459,MARKHAM MIDRAND - 20459,OLD PRETORIA ROAD,HALFWAY THE BOULDERS SHOPPING CENTRE,MIDRAND,'7500
TA10036472,MARKHAM GERMISTON - 20460,MARKHAM GERMISTON - 20460,141 VICTORIA STREET,GOLDENWALK SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036473,MARKHAM CITY MALL - 20461,MARKHAM CITY MALL - 20461,CHURCH STREET,CITY MALL SHOPPING CENTRE,KLERKSDORP,'7500
TA10036476,MARKHAM CRESTA - 20465,MARKHAM CRESTA - 20465,WELTEVREDEN RD & BEYERS NAUDE DR,CRESTA SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036477,MARKHAM LIMPOPO MALL - 20467,MARKHAM LIMPOPO MALL - 20467,CNR RISSIK AND MARKET AND DEVONISH AND KERK STR,LIMPOPO MALL,POLOKWANE,'7500
TA10036478,MARKHAM TZANEEN - 20468,MARKHAM TZANEEN - 20468,AGATHA STREET AND DANIE JOUBERT STR,TZANEEN MALL,TZANEEN,'7500
TA10036479,MARKHAM STANDERTON - 20469,MARKHAM STANDERTON - 20469,CNR BURGER AND PIET RETIEF STREETS,SHOP 28 MONUMENT SENTRUM,STANDERTON,'7500
TA10036480,MARKHAM SOUTHGATE20470,MARKHAM SOUTHGATE20470,CNR COLUMBINE AND RIFLE RANGE RDS,SOUTHGATE MALL,JOHANNESBURG,'7500
TA10036481,MARKHAM RIVERSIDE MALL20471,MARKHAM RIVERSIDE MALL20471,CNR R40 WHITE RIVER AND GOVT BLVD,RIVERSIDE MALL,NELSPRUIT,'7500
TA10036482,MARKHAM NORTH WEST MALL - 20473,MARKHAM NORTH WEST MALL - 20473,CNR STATION CARRINGTON MAIN AND MARTIN STR,NORTHWEST MALL,MAFIKENG,'7500
TA10036483,MARKHAM MOKOPANE20479,MARKHAM MOKOPANE20479,CNR THABO MBEKI DRIVE AND RETIEF STREET,SHOP NO 30 CROSSING MALL,MOKOPANE,'7500
TA10036484,MARKHAM NORTHGATE - 20482,MARKHAM NORTHGATE - 20482,NORTHUMBERLAND AVE AND OLIEVENHOUT AVE,NORTHGATE SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036485,MARKHAM EASTGATE - 20484,MARKHAM EASTGATE - 20484,43 BRADFORD ROAD,273 SHOP EASTGATE SHOP CENTRE,BEDFORDVIEW,'7500
TA10036486,MARKHAM SILVER MALL - 20485,MARKHAM SILVER MALL - 20485,585 PRETORIA ROAD,SILVER MALL SHOPPING CENTRE,PRETORIA,'7500
TA10036487,MARKHAM DOBSONVILLE - 20486,MARKHAM DOBSONVILLE - 20486,ELIAS MOTSOALEDI ROAD,DOBSONVILLE CENTRE,SOWETO,'7500
TA10036488,MARKHAM MAKHADO - 20487,MARKHAM MAKHADO - 20487,KROUGH STREET,SHOP 2 WOOLWORTHS CENTRE,MAKHADO,'7500
TA10036490,MARKHAM MONTANA - 20489,MARKHAM MONTANA - 20489,CNR ZAMBESI DRIVE AND VAN DER MERWE STR,KOLONNADE SHOPPING CENTRE,PRETORIA,'7500
TA10036492,MARKHAM VAAL MALL - 20491,MARKHAM VAAL MALL - 20491,CNR BARRAGE RD AND ROSSINI BOULEVARD,SHOP 14 VAAL MALL,VANDERBIJLPARK,'7500
TA10036493,MARKHAM MOOI RIVER MALL - 20493,MARKHAM MOOI RIVER MALL - 20493,CNR NELSON MANDELA DR,MOOIRIVER MALL,POTCHEFSTROOM,'7500
TA10036494,MARKHAM VEREENIGING - 20494,MARKHAM VEREENIGING - 20494,30 VOORTREKKER STREET,SHOP NO 8 MARKPARK SHOPPING CENTRE,VEREENIGING,'7500
TA10036496,MARKHAM SANDTON CITY - 20499,MARKHAM SANDTON CITY - 20499,CNR RIVONIA RD AND 5TH ST,SANDTON CITY SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036497,MARKHAM CHATSWORTH - 20501,MARKHAM CHATSWORTH - 20501,17 JOYHURST STREET,CHATSWORTH CENTRE,DURBAN,'7500
TA10036498,MARKHAM GAME CITY UMGENI - 20502,MARKHAM GAME CITY UMGENI - 20502,10 STAMFORD HILL ROAD,GAME CITY,DURBAN,'7500
TA10036500,MARKHAM PAVILLION WESTVILLE - 20505,MARKHAM PAVILLION WESTVILLE - 20505,JACK MARTINS DRIVE,PAVILION SHOPPING CENTRE,DURBAN,'7500
TA10036502,MARKHAM SETSING CREST - 20507,MARKHAM SETSING CREST - 20507,PHASE II SHOP 11 SETSING CREST SHOPPING CENTRE,PHUTHADITJHABA,,'7500
TA10036503,MARKHAM SHELLEY BEACH - 20509,MARKHAM SHELLEY BEACH - 20509,CNR MARINE DR EAST AND EDWARDS STR,SHELLY CENTRE,SHELLY BEACH,'7500
TA10036504,MARKHAM PINETOWN - 20510,MARKHAM PINETOWN - 20510,17 KINGS ROAD PINETOWN,SANLAM CENTRE,DURBAN,'7500
TA10036505,MARKHAM THE WORKSHOP DURBAN - 20511,MARKHAM THE WORKSHOP DURBAN - 20511,99 ALIWAL STREET,THE WORKSHOP SHOPPING CENTRE,DURBAN,'7500
TA10036506,MARKHAM MIMOSA MALL - 20512,MARKHAM MIMOSA MALL - 20512,CNR NELSON MANDELA DRIVE AND PARFITT AVE,MIMOSA MALL,BLOEMFONTEIN,'7500
TA10036507,MARKHAM SUNNYPARK - 20513,MARKHAM SUNNYPARK - 20513,CNE ESSELEN AND JEPPE STREETS,SUNNY PARK SHOPPING CENTRE,PRETORIA,'7500
TA10036508,MARKHAM KEY WEST KRUGERSDORP20514,MARKHAM KEY WEST KRUGERSDORP20514,CNR PARDEKRAAL AND VILJOEN STR,KEY WEST CENTRE,KRUGERSDORP,'7500
TA10036509,MARKHAM LONGBEACH MALL NOORDHOEK - 20515,MARKHAM LONGBEACH MALL NOORDHOEK - 20515,CNR SUNNYDALE ROAD AND BULLER LOUW DRIVE,LONGBEACH MALL,CAPE TOWN,'7500
TA10036511,MARKHAM WOODLANDS - 20518,MARKHAM WOODLANDS - 20518,GARSFONTEIN RD AND DE VILLEBOIS MAREUIL DR,WOODLANDS BOULEVARD,PRETORIA,'7500
TA10036512,MARKHAM GARDEN ROUTE MALL KNYSNA - 20519,MARKHAM GARDEN ROUTE MALL KNYSNA - 20519,KNYSNA ROAD,GARDEN ROUTE MALL,GEORGE,'7500
TA10036513,MARKHAM PAARL MALL - 20520,MARKHAM PAARL MALL - 20520,CECELIA STREET,PAARL MALL SHOPPING CENTRE,PAARL,'7500
TA10036514,MARKHAM LOCH LOGAN - 20521,MARKHAM LOCH LOGAN - 20521,110 HENRY STREET,LOCH LOGAN WATERFRONT,BLOEMFONTEIN,'7500
TA10036515,MARKHAM BRONKHORSTSPRUIT - 20522,MARKHAM BRONKHORSTSPRUIT - 20522,LAHNHAM STREET AND KRUGER STREET,SHOPRITE CENTRE,BRONKHORSTSPRUIT,'7500
TA10036516,MARKHAM TUBATSE CROSSING - 20523,MARKHAM TUBATSE CROSSING - 20523,MAIN INT R37 AND R555,TUBATSE CROSSING,BURGERSFORT,'7500
TA10036517,MARKHAM THOYOHANDOU - 20524,MARKHAM THOYOHANDOU - 20524,MPHEPHU DRIVE,SHOP 23 SPAR SHOPPING CENTRE,THOHOYANDOU,'7500
TA10036519,MARKHAM PIETERMARITZBURG - 20530,MARKHAM PIETERMARITZBURG - 20530,186 CHURCH STREET,PIETERMARITZBURG,,'7500
TA10036520,MARKHAM LIBERTY MIDLANDS MALL - 20531,MARKHAM LIBERTY MIDLANDS MALL - 20531,50 SANCTURY RD,MIDLANDS MALL SHOPPING CENTRE,PIETERMARITZBURG,'7500
TA10036521,MARKHAM TRADE ROUTE LENASIA - 20533,MARKHAM TRADE ROUTE LENASIA - 20533,CNR K43 AND NIRVANA ROADS,TRADE ROUTE MALL,LENASIA,'7500
TA10036522,MARKHAM WALMER PARK PORT ELIZABETH - 20536,MARKHAM WALMER PARK PORT ELIZABETH - 20536,MAIN ROAD,WALMER PARK SHOPPING CENTRE,PORT ELIZABETH,'7500
TA10036523,MARKHAM STANGER - 20539,MARKHAM STANGER - 20539,KING SHAKA AND CHIEF ALBERT LUTHILI STREET SHOP NO 1 TO 104,KWADUKUZA,STANGER,'7500
TA10036524,MARKHAM EMPANGENI - 20540,MARKHAM EMPANGENI - 20540,335 MAXWELL STREET,SANLAM CENTRE,EMPANGENI,'7500
TA10036525,MARKHAM RICHARDS BAY - 20541,MARKHAM RICHARDS BAY - 20541,KRUGERRAND ROAD,BOARDWALK AT INKWAZI MALL,RICHARDS BAY,'7500
TA10036526,MARKHAM PORT SHEPSTONE - 20543,MARKHAM PORT SHEPSTONE - 20543,AIKEN STREET,SHOP 2 AND 3 MB CENTRE,PORT SHEPSTONE,'7500
TA10036528,MARKHAM JANE FURSE - 20545,MARKHAM JANE FURSE - 20545,PORTION 8 OF DUIZENDANNEX 816,JANE FURSE SHOPPING CENTRE,JANE FURSE,'7500
TA10036529,MARKHAM HARRISMITH - 20546,MARKHAM HARRISMITH - 20546,CNR SOUTHLEY AND WARDEN STREETS,HARRISMITH,,'7500
TA10036530,MARKHAM ESTCOURT - 20547,MARKHAM ESTCOURT - 20547,79 HARDING ROAD,ESTCOURT,,'7500
TA10036531,MARKHAM NEWCASTLE - 20548,MARKHAM NEWCASTLE - 20548,SCOTT STREET SHOPS 1 AND 2 AND 7,OLD MUTUAL BUILDING,NEWCASTLE,'7500
TA10036532,MARKHAM LADYSMITH - 20549,MARKHAM LADYSMITH - 20549,ALEXANDER STREET,THE OVAL CENTRE,LADYSMITH,'7500
TA10036533,MARKHAM VRYHEID - 20550,MARKHAM VRYHEID - 20550,203 CHURCH STREET,CURIO BUILDING,VRYHEID,'7500
TA10036534,MARKHAM PIET RETIEF - 20551,MARKHAM PIET RETIEF - 20551,CNR MARKET AND RETIEF STREETS,SHOP NO 7 PIET RETIEF SHOPPING CENTRE,PIET RETIEF,'7500
TA10036538,MARKHAM PHALABORWA - 20560,MARKHAM PHALABORWA - 20560,PALM AVENUE,SHOP 34 PHALABORWA SHOPPING CENTRE,LEPHALALE,'7500
TA10036539,MARKHAM BROOKLYN MALL20561,MARKHAM BROOKLYN MALL20561,342 VEALE STREET & FEHRSEN STREET,NEW MUCKLENEUK,PRETORIA,'7500
TA10036540,MARKHAM THE GLEN CENTRE JOHANNESBURG - 20563,MARKHAM THE GLEN CENTRE JOHANNESBURG - 20563,CNR ORPEN AND LETABA STREETS,THE GLEN SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036541,MARKHAM BALFOUR PARK JOHANNESBURG - 20564,MARKHAM BALFOUR PARK JOHANNESBURG - 20564,CNR ATHOLL AND JOHANNESBURG ROAD,BALFOUR PARK CENTRE,JOHANNESBURG,'7500
TA10036542,MARKHAM WATERFALL MALL RUSTENBURG20565,MARKHAM WATERFALL MALL RUSTENBURG20565,1 AUGRABIES AVENUE,WATERFALL MALL SHOPPING CTR,RUSTENBURG,'7500
TA10036543,MARKHAM EDENDALE MALL20566,MARKHAM EDENDALE MALL20566,MOSES MBHIDA RD AND MOUNT PARTRIDGE RD,SHOP NR 27 CNR EDENDALE MAIN ROAD,PIETERMARITZBURG,'7500
TA10036544,MARKHAM BALLITO JUNCTION DURBAN - 20567,MARKHAM BALLITO JUNCTION DURBAN - 20567,BALLITOVILLE SHOP 446 ERF 1692,DURBAN,,'7500
TA10036546,MARKHAM JUBILEE MALL HAMMANSKRAAL - 20570,MARKHAM JUBILEE MALL HAMMANSKRAAL - 20570,PORTIONS 65 AND 64 JUBILEE MALL,HAMMANSKRAAL,,'7500
TA10036547,MARKHAM MALL OF THE NORTH - 20571,MARKHAM MALL OF THE NORTH - 20571,CNR R81 AND N1 INTERCHANGE,BENDOR MALL OF THE NORTH,POLOKWANE,'7500
TA10036548,MARKHAM NELSPRUIT PLAZA - 20572,MARKHAM NELSPRUIT PLAZA - 20572,CNR HENSHALL AND BESTER STREET,NELSPRUIT PLAZA,NELSPRUIT,'7500
TA10036550,MARKHAM GOLDFIELDS MALL WELKOM - 20574,MARKHAM GOLDFIELDS MALL WELKOM - 20574,CNR BUITEN STREET AND STATEWAY BOULEVARD,GOLDFIELDS MALL,WELKOM,'7500
TA10036551,MARKHAM TAUNG MALL - 20575,MARKHAM TAUNG MALL - 20575,MAIN ROAD,TAUNG MALL,TAUNG,'7500
TA10036552,MARKHAM VOLKSRUST - 20576,MARKHAM VOLKSRUST - 20576,LOUIS TRICHARDT STREETS 14,CNR VREDE AND JOUBERT AND LAINGSNEK & VOLKSRUST,VOLKSRUST,'7500
TA10036553,MARKHAM MIDDELBURG MALL - 20577,MARKHAM MIDDELBURG MALL - 20577,CNR FONTEIN STREET AND TSWEL0PELE ROAD SHOP 67,MIDDELBURG MALL,MIDDELBURG,'7500
TA10036555,MARKHAM NEWCASTLE MALL - 20579,MARKHAM NEWCASTLE MALL - 20579,CNR OAK AND LADYSMITH RD,NEWCASTLE MALL,NEWCASTLE,'7500
TA10036556,MARKHAM FINGOLAND CENTRE BUTTERWORTH - 20580,MARKHAM FINGOLAND CENTRE BUTTERWORTH - 20580,CNR N2 AND ROAD NUMBER DR 8372,FINGOLAND MALL,BUTTERWORTH,'7500
TA10036557,MARKHAM ACORNHOEK PLAZA - 20581,MARKHAM ACORNHOEK PLAZA - 20581,PORTION 1 OF FARM GREEN VALLEY 213 KU,ACORNHOEK,,'7500
TA10036560,MARKHAM MTHATHA MALL - 20584,MARKHAM MTHATHA MALL - 20584,ERROL SPRING AVENUE,MTHATHA MALL,MTHATHA,'7500
TA10036563,MARKHAM MORULENG - 20588,MARKHAM MORULENG - 20588,MAIN HOSPITAL ROAD,MORULENG MALL,MORULENG,'7500
TA10036564,MARKHAM DAYIZENZA PLAZA - 20589,MARKHAM DAYIZENZA PLAZA - 20589,NO 2O JU OF MPUMALANGA,NUMBI GATE PORTION 2 OF FARM MTIMBA,MBOMBELA,'7500
TA10036567,MARKHAM UMZIMKULU - 20593,MARKHAM UMZIMKULU - 20593,CNR R56 AND BIRD STREET,UMZIMKHULU MALL,UMZIMKULU,'7500
TA10036571,MARKHAM GRAHAMSTOWN - 20601,MARKHAM GRAHAMSTOWN - 20601,HIGH STREET,GRAHAMSTOWN,,'7500
TA10036573,MARKHAM PORT ELIZABETH20603,MARKHAM PORT ELIZABETH20603,CNR KEMP AND MAIN STREETS 51 TO 59,PORT UNITED BUILDING,PORT ELIZABETH,'7500
TA10036575,MARKHAM OXFORD STR EAST LONDON - 20605,MARKHAM OXFORD STR EAST LONDON - 20605,CNR OXFORD AND UNION STREETS,EAST LONDON,,'7500
TA10036576,MARKHAM GREENACRES - 20606,MARKHAM GREENACRES - 20606,1 RING ROAD,GREENACRES SHOPPING CENTRE,PORT ELIZABETH,'7500
TA10036577,MARKHAM GRAAFF REINET - 20607,MARKHAM GRAAFF REINET - 20607,CALEDON STREET,GRAAFF-REINET,,'7500
TA10036578,MARKHAM UITENHAGE - 20608,MARKHAM UITENHAGE - 20608,127 CALEDON STREET,UITENHAGE,,'7500
TA10036579,MARKHAM CLEARY PARK - 20610,MARKHAM CLEARY PARK - 20610,STANFORD AND NORMANNIDDLETON,CLEARY PARK SHOPPING CENTRE,PORT ELIZABETH,'7500
TA10036580,MARKHAM NORTHEND - 20611,MARKHAM NORTHEND - 20611,444 GOVAN MBEKI AVE,PIER 14 CENTRE,PORT ELIZABETH,'7500
TA10036581,MARKHAM VINCENT PARK EAST LONDON - 20612,MARKHAM VINCENT PARK EAST LONDON - 20612,DEVEREUX AVENUE,VINCENT PARK SHOPPING CENTRE,EAST LONDON,'7500
TA10036582,MARKHAM HUMANSDORP - 20613,MARKHAM HUMANSDORP - 20613,29A MAIN STREET,HUMANSDORP,,'7500
TA10036583,MARKHAM CIRCUS TRIANGLE MTHATHA - 20614,MARKHAM CIRCUS TRIANGLE MTHATHA - 20614,PORT ST AND JOHNS ROAD,CIRCUS TRIANGLE,MTHATHA,'7500
TA10036588,MARKHAM TZANEEN CROSSING - 20631,MARKHAM TZANEEN CROSSING - 20631,LYDENBURG STR,TZANEEN CROSSING,TZANEEN,'7500
TA10036591,MARKHAM MTHATHA PLAZA - 20636,MARKHAM MTHATHA PLAZA - 20636,35 NELSON MANDELA DRIVE,MTHATHA PLAZA,MTHATHA,'7500
TA10036593,MARKHAM NEWTOWN JUNCTION - 20641,MARKHAM NEWTOWN JUNCTION - 20641,100 CARR STR ERF NO 6212 AND 564 AND 558,NEWTOWN JUNCTION,JOHANNESBURG,'7500
TA10036594,MARKHAM SIYABUSWA MALL - 20644,MARKHAM SIYABUSWA MALL - 20644,BONGIMFUNDO STREET,SIYABUSWA MALL,MARBLE HALL,'7500
TA10036595,MARKHAM MALL OF AFRICA - 20645,MARKHAM MALL OF AFRICA - 20645,EXT 86 JUKSKEI VIEW,MALL OF AFRICA,MIDRAND,'7500
TA10036596,MARKHAM MATLOSANA MALL - 20646,MARKHAM MATLOSANA MALL - 20646,ERF 2183 AND 2184 AND 2185 KLERKSDORP EXT 40,MATLOSANA MALL,KLERKSDORP,'7500
TA10036597,MARKHAM BAFOKENG MALL - 20647,MARKHAM BAFOKENG MALL - 20647,PHOKENG SUN CITY MAIN ROAD,RUSTENBURG,,'7500
TA10036598,MARKHAM LEPHALALE MALL - 20648,MARKHAM LEPHALALE MALL - 20648,CHRIS HANE AND NELSON MANDELA DRIVE ERF 2635,ELLISRAS EXT 20 LEPHALALE MALL,LEPHALALE,'7500
TA10036599,MARKHAM KURUMAN MALL - 20649,MARKHAM KURUMAN MALL - 20649,LIVINGSTONE ST,KURUMAN MALL SHOPRITE CENTRE,KURUMAN,'7500
TA10036600,MARKHAM BOTSHABELO MALL - 20650,MARKHAM BOTSHABELO MALL - 20650,CNR N8 AND MAIN ROAD,SHOP 21 BOTSHABELO MALL,BLOEMFONTEIN,'7500
TA10036601,MARKHAM PALEDI MALL - 20652,MARKHAM PALEDI MALL - 20652,TURFLOOP EXT 1,MANKWENG PALEDI MALL,MANKWENG,'7500
TA10036602,MARKHAM HEIDELBERG MALL - 20653,MARKHAM HEIDELBERG MALL - 20653,ERF6853 AND 6855 AND 6856 AND PORTION OF 6862 HEIDELBERG MALL,JACOBS STREET,HEIDELBERG,'7500
TA10036603,MARKHAM ULUNDI - 20654,MARKHAM ULUNDI - 20654,PRINCESS MAGOGO STREET SHOP 3A,CNR KING DINIZULU HIGHWAY AND ULUNDI,ULUNDI,'7500
TA10036608,MARKHAM MALAMULELE - 20663,MARKHAM MALAMULELE - 20663,ERF 944 MARIA AND D4 ROAD TO MALAMULELE TOWN,MASINGITA CROSSING,GIYANI,'7500
TA10036611,MARKHAM KING WILLIAMS TOWN MALL - 20681,MARKHAM KING WILLIAMS TOWN MALL - 20681,MACLEAN ROAD SHOP 52,METLIFE MALL,KING WILLIAMS TOWN,'7500
TA10036616,MARKHAM SECUNDA MALL - 20689,MARKHAM SECUNDA MALL - 20689,CNR OR TAMBO AND PDP KRUGER STREET,SECUNDA MALL,SECUNDA,'7500
